Quarterly figures are available in the 2.1.1 tab and annual figures are avaliable in the 2.1.2 tab.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
"Note 1. Aggregate of individual solid fuels, gas, electricity and liquid fuels indices.",,,,,,,,,,,,,,,,
"Note 2. ULSP, ULSD & motor oil. Other fuels are as defined by ONS. See the Methodology tab for further details.",,,,,,,,,,,,,,,,
Note 3. ONS update the GDP Deflator on a regular basis.  As such the real terms price indices are subject to regular revisions to the whole series.,,,,,,,,,,,,,,,,
"             As the quarterly GDP deflator is used for months with a quarter, real price indices will be updated once a quarter's GDP deflator is available and are therefore less timely than the current price indices.",,,,,,,,,,,,,,,,
"Freeze panes are turned on. To turn off freeze panes select the 'View' ribbon then 'Freeze Panes' then 'Unfreeze Panes' or use [Alt,W,F]",,,,,,,,,,,,,,,,
Please see the cover sheet for a proposed methodology change to this table,,,,,,,,,,,,,,,,
Source: Office for National Statistics (ONS),,,,,,,,,,,,,,,,
Year and dataset code row,Month,Current price indices: Solid fuels,Current price indices: Gas ,Current price indices: Electricity ,Current price indices: Liquid fuels,"Current price indices: Domestic fuels
[Note 1]","Current price indices: Motor fuel & oil
[Note 2]","Current price indices: All Items CPI 2010=100
",Real price indices: Solid fuels [Note 3],Real price indices: Gas [Note 3],Real price indices: Electricity [Note 3],Real price indices: Liquid fuels [Note 3],"Real price indices: Domestic fuels
[Note 1, 3]","Real price indices: Motor fuel & oil
[Note 2, 3]","Real price indices: All Items CPI 2010=100
[Note 3]",GDP Deflator     2010=100 [Note 3]
Dataset identifier code,,D7DW,D7DU,D7DT,D7DV,D7CH,D7EC,D7BT,,,,,,,,
2012,August,107.03745743473326,121.2401055408971,112.29193341869399,128.86345053147997,117.45827984595634,116.1259541984733,107.49440715883667,102.7,116.4,107.8,123.7,112.7,111.5,103.2,104.17827298050139
2012,September,107.49148694665153,121.2401055408971,112.29193341869399,132.37939493049876,117.71501925545572,119.27480916030535,107.94183445190156,103.2,116.4,107.8,127.1,113,114.5,103.6,104.17827298050139
2012,October,108.39954597048809,121.2401055408971,111.7797695262484,133.8511856091578,117.58664955070601,118.51145038167941,108.50111856823266,103.5,115.8,106.7,127.8,112.3,113.2,103.6,104.73537604456826
2012,November,108.85357548240637,123.48284960422163,113.82842509603076,130.74407195421097,119.5121951219512,116.41221374045803,108.7248322147651,103.9,117.9,108.7,124.8,114.1,111.1,103.8,104.73537604456826
2012,December,109.42111237230421,130.07915567282322,119.59026888604356,137.5306623058054,125.54557124518612,114.31297709923665,109.17225950782996,104.5,124.2,114.2,131.3,119.9,109.1,104.2,104.73537604456826
2013,January,109.53461975028378,129.9472295514512,119.59026888604356,134.66884709730172,125.41720154043645,114.31297709923665,108.61297539149888,103.6,122.9,113.1,127.4,118.6,108.1,102.7,105.71030640668523
2013,February,109.76163450624293,131.2664907651715,120.99871959026889,143.17252657399837,127.08600770218229,117.55725190839695,109.39597315436241,103.8,124.2,114.5,135.4,120.2,111.2,103.5,105.71030640668523
2013,March,109.19409761634506,131.2664907651715,120.99871959026889,141.45543744889616,126.9576379974326,119.37022900763358,109.73154362416106,103.3,124.2,114.5,133.8,120.1,112.9,103.8,105.71030640668523
2013,April,109.19409761634506,131.2664907651715,120.99871959026889,133.8511856091578,126.70089858793325,117.17557251908397,109.95525727069351,103.2,124,114.3,126.5,119.7,110.7,103.9,105.84958217270196
2013,May,109.42111237230421,131.2664907651715,120.99871959026889,125.0204415372036,126.3157894736842,114.59923664122138,110.17897091722595,103.4,124,114.3,118.1,119.3,108.3,104.1,105.84958217270196
2013,June,109.30760499432463,131.2664907651715,120.99871959026889,124.69337694194604,126.3157894736842,115.36259541984735,109.95525727069351,103.3,124,114.3,117.8,119.3,109,103.9,105.84958217270196
2013,July,109.64812712826333,131.2664907651715,121.38284250960308,127.96402289452166,126.70089858793325,115.93511450381679,109.95525727069351,102.8,123,113.8,119.9,118.8,108.7,103.1,106.68523676880221
2013,August,109.53461975028378,131.2664907651715,121.38284250960308,128.04578904333604,126.70089858793325,117.55725190839695,110.40268456375838,102.7,123,113.8,120,118.8,110.2,103.5,106.68523676880221
2013,September,110.10215664018162,131.2664907651715,121.38284250960308,131.07113654946855,126.82926829268291,117.27099236641223,110.85011185682325,103.2,123,113.8,122.9,118.9,109.9,103.9,106.68523676880221
2013,October,111.35073779795688,131.2664907651715,121.38284250960308,127.14636140637776,126.70089858793325,113.64503816793894,110.85011185682325,104.1,122.7,113.5,118.9,118.5,106.2,103.6,106.96378830083566
2013,November,112.372304199773,131.2664907651715,121.38284250960308,124.69337694194604,126.57252888318355,112.21374045801527,110.96196868008947,105.1,122.7,113.5,116.6,118.3,104.9,103.7,106.96378830083566
2013,December,112.59931895573214,140.10554089709763,129.3213828425096,128.37285363859363,134.65982028241334,112.78625954198473,111.40939597315436,105.3,131,120.9,120,125.9,105.4,104.2,106.96378830083566
2014,January,113.28036322360956,138.7862796833773,129.06530089628683,125.10220768601799,133.7612323491656,112.21374045801527,110.73825503355704,105.4,129.1,120,116.4,124.4,104.4,103,107.52089136490251
2014,February,113.28036322360956,139.0501319261214,129.3213828425096,125.26573998364677,134.01797175866494,111.54580152671755,111.29753914988814,105.4,129.3,120.3,116.5,124.6,103.7,103.5,107.52089136490251
2014,March,113.16685584562998,138.65435356200527,129.06530089628683,121.66802943581358,133.50449293966622,111.45038167938932,111.52125279642058,105.3,129,120,113.2,124.2,103.7,103.7,107.52089136490251
2014,April,113.39387060158911,137.9947229551451,128.29705505761845,119.6238757154538,132.73427471116815,111.35496183206108,111.96868008948545,105.6,128.5,119.5,111.4,123.6,103.7,104.3,107.38161559888579
2014,May,112.48581157775254,137.9947229551451,128.29705505761845,118.31561733442355,132.73427471116815,111.6412213740458,111.85682326621924,104.8,128.5,119.5,110.2,123.6,104,104.2,107.38161559888579
2014,June,112.25879682179342,137.9947229551451,128.29705505761845,117.49795584627964,132.60590500641848,111.92748091603053,112.08053691275168,104.5,128.5,119.5,109.4,123.5,104.2,104.4,107.38161559888579
2014,July,112.14528944381385,137.9947229551451,128.29705505761845,116.43499591169257,132.60590500641848,112.5,111.74496644295301,103.1,126.9,117.9,107,121.9,103.4,102.7,108.77437325905292
2014,August,111.91827468785472,137.9947229551451,128.29705505761845,116.68029435813571,132.60590500641848,110.87786259541986,112.08053691275168,102.9,126.9,117.9,107.3,121.9,101.9,103,108.77437325905292
2014,September,112.48581157775254,137.9947229551451,128.29705505761845,114.96320523303352,132.47753530166878,110.20992366412214,112.19239373601788,103.4,126.9,117.9,105.7,121.8,101.3,103.1,108.77437325905292
2014,October,114.64245175936436,137.9947229551451,128.29705505761845,109.48487326246934,132.3491655969191,108.20610687022902,112.30425055928413,105.8,127.4,118.4,101,122.1,99.9,103.6,108.3565459610028
2014,November,114.75595913734394,137.9947229551451,128.29705505761845,108.0948487326247,132.22079589216943,105.62977099236642,111.96868008948545,105.9,127.4,118.4,99.8,122,97.5,103.3,108.3565459610028
2014,December,114.75595913734394,137.9947229551451,128.29705505761845,99.34587080948486,131.83568677792042,100.8587786259542,111.96868008948545,105.9,127.4,118.4,91.7,121.7,93.1,103.3,108.3565459610028
2015,January,114.64245175936436,137.33509234828495,128.29705505761845,86.67211774325429,131.06546854942232,93.98854961832062,111.07382550335569,105.5,126.4,118.1,79.8,120.6,86.5,102.2,108.63509749303621
2015,February,114.64245175936436,136.41160949868075,128.29705505761845,91.00572363041701,130.80872913992297,93.03435114503817,111.29753914988814,105.5,125.6,118.1,83.8,120.4,85.6,102.5,108.63509749303621
2015,March,114.75595913734394,132.8496042216359,128.29705505761845,88.30744071954211,129.13992297817714,96.18320610687023,111.52125279642058,105.6,122.3,118.1,81.3,118.9,88.5,102.7,108.63509749303621
2015,April,114.86946651532351,132.71767810026384,128.04097311139566,88.47097301717089,129.01155327342747,97.6145038167939,111.74496644295301,106,122.5,118.2,81.6,119.1,90.1,103.1,108.3565459610028
2015,May,112.48581157775254,131.92612137203164,128.04097311139566,89.77923139820115,128.62644415917842,99.42748091603055,111.96868008948545,103.8,121.8,118.2,82.9,118.7,91.8,103.3,108.3565459610028
2015,June,112.14528944381385,131.92612137203164,127.91293213828428,87.4080130825838,128.49807445442875,100.1908396946565,112.08053691275168,103.5,121.8,118,80.7,118.6,92.5,103.4,108.3565459610028
2015,July,112.03178206583428,131.92612137203164,127.91293213828428,83.72853638593622,128.36970474967904,99.61832061068702,111.85682326621924,103,121.3,117.6,77,118,91.6,102.8,108.77437325905292
2015,August,112.03178206583428,131.92612137203164,127.91293213828428,74.40719542109568,127.98459563543003,96.66030534351145,112.19239373601788,103,121.3,117.6,68.4,117.7,88.9,103.1,108.77437325905292
2015,September,112.372304199773,129.023746701847,127.91293213828428,75.55192150449714,126.82926829268291,93.89312977099237,112.08053691275168,103.3,118.6,117.6,69.5,116.6,86.3,103,108.77437325905292
2015,October,113.84790011350738,129.023746701847,127.91293213828428,75.63368765331153,126.82926829268291,93.03435114503817,112.19239373601788,104.3,118.2,117.1,69.3,116.2,85.2,102.7,109.19220055710308
2015,November,114.07491486946653,129.023746701847,127.91293213828428,73.01717089125103,126.70089858793325,91.98473282442748,112.19239373601788,104.5,118.2,117.1,66.9,116,84.2,102.7,109.19220055710308
2015,December,114.07491486946653,129.023746701847,127.91293213828428,67.29354047424366,126.57252888318355,89.40839694656489,112.19239373601788,104.5,118.2,117.1,61.6,115.9,81.9,102.7,109.19220055710308
2016,January,114.07491486946653,129.023746701847,127.91293213828428,61.242845461978746,126.18741976893453,87.11832061068702,111.29753914988814,103.9,117.6,116.6,55.8,115,79.4,101.4,109.74930362116993
2016,February,114.18842224744607,128.10026385224273,127.91293213828428,58.62632869991824,125.6739409499358,86.25954198473283,111.63310961968679,104,116.7,116.6,53.4,114.5,78.6,101.7,109.74930362116993
2016,March,113.96140749148695,124.80211081794195,127.91293213828428,63.205233033524124,124.39024390243902,87.30916030534351,112.08053691275168,103.8,113.7,116.6,57.6,113.3,79.6,102.1,109.74930362116993
2016,April,114.18842224744607,123.08707124010554,127.65685019206148,64.67702371218316,123.62002567394094,90.26717557251908,112.08053691275168,103.9,112,116.2,58.9,112.5,82.1,102,109.88857938718664
2016,May,112.82633371169129,123.08707124010554,127.65685019206148,68.68356500408831,123.74839537869062,92.6526717557252,112.30425055928413,102.7,112,116.2,62.5,112.6,84.3,102.2,109.88857938718664
2016,June,111.91827468785472,123.08707124010554,127.65685019206148,74.24366312346689,124.13350449293965,94.75190839694656,112.52796420581655,101.8,112,116.2,67.6,113,86.2,102.4,109.88857938718664
2016,July,111.01021566401816,123.08707124010554,127.65685019206148,74.40719542109568,124.13350449293965,95.41984732824427,112.52796420581655,100,110.9,115,67,111.8,86,101.4,111.00278551532034
2016,August,111.12372304199774,123.08707124010554,127.65685019206148,72.93540474243663,124.00513478818998,94.08396946564885,112.86353467561521,100.1,110.9,115,65.7,111.7,84.8,101.7,111.00278551532034
2016,September,112.03178206583428,123.08707124010554,127.65685019206148,76.20605069501227,124.26187419768932,95.22900763358778,113.08724832214763,100.9,110.9,115,68.7,111.9,85.8,101.9,111.00278551532034
2016,October,113.96140749148695,123.08707124010554,127.65685019206148,86.91741618969746,124.90372272143773,97.4236641221374,113.19910514541387,102,110.2,114.3,77.8,111.8,87.2,101.3,111.6991643454039
2016,November,114.75595913734394,123.08707124010554,127.65685019206148,83.40147179067866,124.77535301668806,98.85496183206106,113.42281879194631,102.7,110.2,114.3,74.7,111.7,88.5,101.5,111.6991643454039
2016,December,115.43700340522136,123.08707124010554,127.65685019206148,90.59689288634505,125.1604621309371,98.37786259541984,113.9821029082774,103.3,110.2,114.3,81.1,112.1,88.1,102,111.6991643454039
2017,January,115.66401816118048,122.55936675461743,127.65685019206148,95.99345870809486,125.1604621309371,101.81297709923665,113.42281879194631,103.2,109.3,113.9,85.6,111.6,90.8,101.2,112.11699164345403
2017,February,116.23155505107835,122.55936675461743,127.65685019206148,94.52166802943582,125.1604621309371,102.95801526717558,114.20581655480984,103.7,109.3,113.9,84.3,111.6,91.8,101.9,112.11699164345403
2017,March,116.23155505107835,122.55936675461743,128.93725992317545,89.77923139820115,125.54557124518612,102.19465648854961,114.65324384787472,103.7,109.3,115,80.1,112,91.2,102.3,112.11699164345403
2017,April,116.34506242905789,121.89973614775727,132.13828425096034,89.94276369582992,126.82926829268291,100.66793893129771,115.1006711409396,103.8,108.7,117.9,80.2,113.1,89.8,102.7,112.11699164345403
2017,May,114.75595913734394,122.42744063324538,137.51600512163895,83.72853638593622,129.39666238767649,99.61832061068702,115.54809843400446,102.4,109.2,122.7,74.7,115.4,88.9,103.1,112.11699164345403
2017,June,114.52894438138482,122.42744063324538,137.51600512163895,82.17497955846281,129.39666238767649,98.56870229007633,115.54809843400446,102.2,109.2,122.7,73.3,115.4,87.9,103.1,112.11699164345403
2017,July,114.41543700340522,123.08707124010554,139.18053777208706,81.52085036794767,130.42362002567393,97.32824427480917,115.43624161073825,102.1,109.8,124.1,72.7,116.3,86.8,103,112.11699164345403
2017,August,114.41543700340522,123.08707124010554,139.18053777208706,85.28209321340965,130.5519897304236,98.95038167938932,116.10738255033557,102.1,109.8,124.1,76.1,116.4,88.3,103.6,112.11699164345403
2017,September,114.41543700340522,123.08707124010554,139.18053777208706,88.79803761242844,130.6803594351733,101.0496183206107,116.44295302013421,102.1,109.8,124.1,79.2,116.6,90.1,103.9,112.11699164345403
2017,October,116.79909194097617,123.08707124010554,142.25352112676057,89.69746524938675,132.3491655969191,100.66793893129771,116.55480984340045,103.4,109,125.9,79.4,117.2,89.1,103.2,112.95264623955433
2017,November,118.04767309875142,123.21899736147759,142.25352112676057,97.95584627964023,132.73427471116815,102.29007633587787,117.00223713646531,104.5,109.1,125.9,86.7,117.5,90.6,103.6,112.95264623955433
2017,December,118.38819523269012,123.21899736147759,142.25352112676057,105.56009811937857,132.9910141206675,103.05343511450383,117.33780760626398,104.8,109.1,125.9,93.5,117.7,91.2,103.9,112.95264623955433
2018,January,118.61520998864927,123.35092348284962,142.25352112676057,106.86835650040882,133.1193838254172,103.91221374045803,116.7785234899329,104.6,108.8,125.5,94.3,117.4,91.7,103,113.37047353760448
2018,February,118.61520998864927,123.35092348284962,142.25352112676057,105.06950122649224,133.1193838254172,103.81679389312977,117.33780760626398,104.6,108.8,125.5,92.7,117.4,91.6,103.5,113.37047353760448
2018,March,118.95573212258796,123.35092348284962,142.25352112676057,110.46606704824202,133.24775353016688,102.48091603053436,117.4496644295302,104.9,108.8,125.5,97.4,117.5,90.4,103.6,113.37047353760448
2018,April,118.84222474460842,123.7467018469657,143.5339308578745,110.87489779231399,134.14634146341461,103.72137404580153,117.89709172259508,104.1,108.4,125.7,97.1,117.5,90.8,103.2,114.20612813370474
2018,May,115.5505107832009,123.87862796833775,143.66197183098592,114.79967293540474,134.2747111681643,107.63358778625954,118.34451901565994,101.2,108.5,125.8,100.5,117.6,94.2,103.6,114.20612813370474
2018,June,115.32349602724177,126.91292875989446,146.86299615877084,113.73671300081767,137.22721437740694,110.01908396946564,118.34451901565994,101,111.1,128.6,99.6,120.2,96.3,103.6,114.20612813370474
2018,July,116.0045402951192,128.36411609498683,149.42381562099874,110.79313164349959,139.02439024390242,109.44656488549617,118.34451901565994,101.1,111.9,130.2,96.5,121.1,95.4,103.1,114.7632311977716
2018,August,116.23155505107835,128.36411609498683,149.42381562099874,112.18315617334423,139.02439024390242,110.49618320610688,119.12751677852349,101.3,111.9,130.2,97.8,121.1,96.3,103.8,114.7632311977716
2018,September,115.77752553916005,129.81530343007915,152.11267605633802,117.66148814390843,141.20667522464697,111.92748091603053,119.2393736017897,100.9,113.1,132.5,102.5,123,97.5,103.9,114.7632311977716
2018,October,119.9772985244041,132.4538258575198,155.18565941101156,126.16516762060508,144.2875481386393,112.6908396946565,119.35123042505593,103.7,114.4,134.1,109,124.7,97.4,103.1,115.73816155988858
2018,November,119.06923950056756,132.4538258575198,155.18565941101156,119.13327882256746,144.03080872913992,111.35496183206108,119.68680089485457,102.9,114.4,134.1,102.9,124.4,96.2,103.4,115.73816155988858
2018,December,121.45289443813849,132.4538258575198,155.18565941101156,111.6107931316435,143.77406931964057,106.48854961832062,119.7986577181208,104.9,114.4,134.1,96.4,124.2,92,103.5,115.73816155988858
2019,January,121.45289443813849,121.2401055408971,147.6312419974392,107.68601798855273,135.04492939666238,104.67557251908397,118.90380313199105,104.8,104.6,127.4,92.9,116.5,90.3,102.6,115.87743732590529
2019,February,121.56640181611805,121.37203166226914,147.7592829705506,110.13900245298444,135.30166880616176,104.38931297709924,119.46308724832213,104.9,104.7,127.5,95,116.8,90.1,103.1,115.87743732590529
2019,March,121.90692395005678,121.37203166226914,147.7592829705506,110.87489779231399,135.30166880616176,105.43893129770994,119.68680089485457,105.2,104.7,127.5,95.7,116.8,91,103.3,115.87743732590529
2019,April,119.86379114642452,132.5857519788918,163.76440460947506,111.36549468520032,148.13863928112966,108.20610687022902,120.35794183445189,102.3,113.2,139.8,95.1,126.5,92.4,102.8,117.13091922005572
2019,May,120.88535754824063,132.5857519788918,163.76440460947506,113.16434995911693,148.26700898587933,111.25954198473282,120.69351230425056,103.2,113.2,139.8,96.6,126.6,95,103,117.13091922005572
2019,June,121.56640181611805,132.5857519788918,163.76440460947506,108.66721177432544,148.13863928112966,110.7824427480916,120.69351230425056,103.8,113.2,139.8,92.8,126.5,94.6,103,117.13091922005572
2019,July,121.33938706015893,132.5857519788918,163.76440460947506,108.0130825838103,148.01026957637995,109.63740458015268,120.69351230425056,103,112.5,139,91.7,125.6,93,102.4,117.82729805013928
2019,August,120.54483541430194,132.5857519788918,163.76440460947506,109.73017170891251,148.13863928112966,110.30534351145039,121.25279642058165,102.3,112.5,139,93.1,125.7,93.6,102.9,117.82729805013928
2019,September,120.99886492622021,132.5857519788918,163.76440460947506,109.81193785772692,148.13863928112966,109.54198473282443,121.36465324384787,102.7,112.5,139,93.2,125.7,93,103,117.82729805013928
2019,October,122.81498297389331,120.97625329815304,160.30729833546738,113.81847914963204,141.59178433889602,108.96946564885496,121.14093959731542,103.6,102.1,135.3,96,119.5,91.9,102.2,118.52367688022282
2019,November,125.7661748013621,120.97625329815304,160.30729833546738,110.30253475061325,141.59178433889602,108.11068702290076,121.36465324384787,106.1,102.1,135.3,93.1,119.5,91.2,102.4,118.52367688022282
2019,December,126.44721906923952,120.97625329815304,160.30729833546738,110.38430089942763,141.59178433889602,107.5381679389313,121.36465324384787,106.7,102.1,135.3,93.1,119.5,90.7,102.4,118.52367688022282
2020,January,125.31214528944383,120.97625329815304,160.30729833546738,114.14554374488961,141.72015404364572,109.63740458015268,121.0290827740492,104.9,101.2,134.1,95.5,118.6,91.7,101.3,119.49860724233983
2020,February,126.67423382519864,120.97625329815304,160.30729833546738,101.47179067865903,141.20667522464697,107.25190839694659,121.47651006711409,106,101.2,134.1,84.9,118.2,89.8,101.7,119.49860724233983
2020,March,126.67423382519864,120.97625329815304,160.30729833546738,83.40147179067866,140.56482670089858,102.95801526717558,121.47651006711409,106,101.2,134.1,69.8,117.6,86.2,101.7,119.49860724233983
2020,April,126.56072644721907,116.62269129287598,160.56338028169014,64.84055600981193,137.997432605905,94.94274809160305,121.36465324384787,98.7,90.9,125.2,50.5,107.6,74,94.6,128.27298050139277
2020,May,126.56072644721907,116.75461741424802,160.56338028169014,60.670482420278006,137.86906290115533,92.6526717557252,121.36465324384787,98.7,91,125.2,47.3,107.5,72.2,94.6,128.27298050139277
2020,June,126.44721906923952,116.75461741424802,160.56338028169014,70.89125102207686,138.25417201540435,92.6526717557252,121.47651006711409,98.6,91,125.2,55.3,107.8,72.2,94.7,128.27298050139277
2020,July,126.90124858115779,116.62269129287598,160.43533930857876,71.4636140637776,138.25417201540435,96.46946564885496,122.03579418344516,103.1,94.7,130.3,58,112.3,78.4,99.1,123.11977715877438
2020,August,125.87968217934167,116.62269129287598,160.43533930857876,71.30008176614882,138.12580231065468,97.80534351145039,121.47651006711409,102.2,94.7,130.3,57.9,112.2,79.4,98.7,123.11977715877438
2020,September,127.01475595913736,116.62269129287598,160.43533930857876,68.27473426001636,138.12580231065468,97.90076335877862,122.03579418344516,103.2,94.7,130.3,55.5,112.2,79.5,99.1,123.11977715877438
2020,October,128.83087400681046,102.37467018469657,155.18565941101156,71.30008176614882,129.13992297817714,97.80534351145039,122.03579418344516,105.4,83.7,126.9,58.3,105.6,80,99.8,122.28412256267409
2020,November,130.64699205448355,102.37467018469657,155.18565941101156,67.45707277187245,129.01155327342747,97.32824427480917,121.81208053691275,106.8,83.7,126.9,55.2,105.5,79.6,99.6,122.28412256267409
2020,December,130.19296254256528,102.37467018469657,155.18565941101156,79.64022894521669,129.5250320924262,98.56870229007633,122.14765100671141,106.5,83.7,126.9,65.1,105.9,80.6,99.9,122.28412256267409
2021,January,130.30646992054486,102.37467018469657,155.18565941101156,85.6909239574816,129.78177150192553,100.66793893129771,121.92393736017897,105.1,82.6,125.2,69.1,104.7,81.2,98.4,123.95543175487467
2021,February,130.0794551645857,102.37467018469657,155.18565941101156,92.15044971381849,130.16688061617458,103.53053435114504,122.03579418344516,104.9,82.6,125.2,74.3,105,83.5,98.5,123.95543175487467
2021,March,130.30646992054486,102.37467018469657,155.18565941101156,94.76696647587899,130.29525032092425,106.48854961832062,122.37136465324386,105.1,82.6,125.2,76.5,105.1,85.9,98.7,123.95543175487467
2021,April,130.4199772985244,112.0052770448549,169.39820742637644,90.59689288634505,141.33504492939664,107.82442748091603,123.15436241610738,106.4,91.4,138.2,73.9,115.3,88,100.5,122.56267409470753
2021,May,130.30646992054486,112.0052770448549,169.39820742637644,94.84873262469338,141.46341463414635,109.2557251908397,123.9373601789709,106.3,91.4,138.2,77.4,115.4,89.1,101.1,122.56267409470753
2021,June,130.64699205448355,112.0052770448549,169.39820742637644,97.79231398201145,141.59178433889602,111.45038167938932,124.496644295302,106.6,91.4,138.2,79.8,115.5,90.9,101.6,122.56267409470753
2021,July,130.64699205448355,112.0052770448549,169.65428937259927,98.2829108748978,141.84852374839537,113.64503816793894,124.496644295302,105.5,90.5,137,79.4,114.6,91.8,100.5,123.81615598885796
2021,August,130.53348467650397,112.0052770448549,169.65428937259927,97.05641864268193,141.72015404364572,115.17175572519085,125.39149888143174,105.4,90.5,137,78.4,114.5,93,101.3,123.81615598885796
2021,September,131.21452894438139,112.0052770448549,169.65428937259927,101.47179067865903,141.97689345314504,115.36259541984735,125.72706935123041,106,90.5,137,82,114.7,93.2,101.5,123.81615598885796
2021,October,132.5766174801362,131.13456464379948,184.37900128040974,120.5233033524121,158.79332477535303,118.89312977099236,127.06935123042504,105.8,104.6,147.1,96.2,126.7,94.9,101.4,125.34818941504177
2021,November,133.14415437003407,131.13456464379948,184.37900128040974,125.0204415372036,159.05006418485237,125,128.07606263982103,106.2,104.6,147.1,99.7,126.9,99.7,102.2,125.34818941504177
2021,December,136.77639046538025,131.13456464379948,184.37900128040974,121.17743254292724,158.92169448010267,125,128.74720357941834,109.1,104.6,147.1,96.7,126.8,99.7,102.7,125.34818941504177
2022,January,137.45743473325766,131.2664907651715,185.0192061459667,125.91986917416189,159.56354300385107,124.42748091603055,128.52348993288592,108.1,103.2,145.5,99,125.5,97.9,101.1,127.15877437325906
2022,February,139.95459704880818,131.2664907651715,185.0192061459667,140.80130825838103,160.20539152759946,126.62213740458014,129.53020134228186,110.1,103.2,145.5,110.7,126,99.6,101.9,127.15877437325906
2022,March,144.9489216799092,131.2664907651715,185.0192061459667,202.7800490596893,162.5160462130937,139.2175572519084,130.9843400447427,114,103.2,145.5,159.5,127.8,109.5,103,127.15877437325906
2022,April,147.7866061293984,218.86543535620055,260.17925736235594,193.7857726901063,239.66623876765078,141.793893129771,134.22818791946307,114,168.8,200.7,149.5,184.8,109.4,103.5,129.6657381615599
2022,May,151.9863791146425,218.86543535620055,260.17925736235594,211.12019623875713,240.43645699614888,145.03816793893128,135.12304250559285,117.2,168.8,200.7,162.8,185.4,111.9,104.2,129.6657381615599
2022,June,159.8183881952327,218.86543535620055,260.17925736235594,223.79394930498773,241.0783055198973,158.58778625954199,136.24161073825502,123.3,168.8,200.7,172.6,185.9,122.3,105.1,129.6657381615599
2022,July,165.83427922814985,219.12928759894461,261.3316261203585,210.38430089942764,241.46341463414635,163.26335877862596,137.02460850111856,125.9,166.3,198.3,159.7,183.3,123.9,104,131.75487465181058
2022,August,169.46651532349605,219.12928759894461,261.3316261203585,180.78495502861816,240.56482670089858,152.09923664122138,137.69574944071587,128.6,166.3,198.3,137.2,182.6,115.4,104.5,131.75487465181058
2022,September,172.7582292849035,219.12928759894461,261.3316261203585,205.3147996729354,241.591784338896,145.99236641221373,138.4787472035794,131.1,166.3,198.3,155.8,183.4,110.8,105.1,131.75487465181058
2022,October,180.81725312145292,300,305.50576184379,204.98773507767783,301.1553273427471,145.22900763358777,141.16331096196868,133.8,222.1,226.1,151.7,222.9,107.5,104.5,135.0974930362117
2022,November,180.70374574347332,300,304.86555697823303,195.82992641046607,300.64184852374837,146.46946564885496,141.72259507829978,133.8,222.1,225.7,145,222.5,108.4,104.9,135.0974930362117
2022,December,180.24971623155508,300,304.86555697823303,178.25020441537205,299.99999999999994,139.31297709923663,142.28187919463087,133.4,222.1,225.7,131.9,222.1,103.1,105.3,135.0974930362117
2023,January,182.633371169126,301.05540897097626,308.4507042253521,176.53311529026982,302.3106546854942,134.0648854961832,141.38702460850112,133.1,219.4,224.8,128.7,220.4,97.7,103.1,137.1866295264624
2023,February,184.22247446083998,301.05540897097626,308.4507042253521,168.27473426001634,302.0539152759949,132.44274809160305,143.06487695749442,134.3,219.4,224.8,122.7,220.2,96.5,104.3,137.1866295264624
2023,March,181.2712826333712,301.05540897097626,308.4507042253521,157.0727718724448,301.54043645699613,130.91603053435114,144.1834451901566,132.1,219.4,224.8,114.5,219.8,95.4,105.1,137.1866295264624
2023,April,181.1577752553916,298.02110817941957,305.12163892445585,141.210139002453,297.9460847240051,129.19847328244276,145.8612975391499,130.1,214,219.1,101.4,213.9,92.8,104.7,139.2757660167131
2023,May,180.59023836549378,298.02110817941957,305.12163892445585,128.20932134096486,297.4326059050064,126.04961832061068,146.86800894854585,129.7,214,219.1,92.1,213.6,90.5,105.5,139.2757660167131
2023,June,180.0227014755959,298.02110817941957,305.12163892445585,121.83156173344236,297.3042362002567,122.61450381679391,147.0917225950783,129.3,214,219.1,87.5,213.5,88,105.6,139.2757660167131
2023,July,179.22814982973895,222.8232189973615,278.7451984635083,129.76287816843825,252.5032092426187,122.61450381679391,146.420581655481,127.8,158.9,198.7,92.5,180,87.4,104.4,140.2506963788301
2023,August,180.0227014755959,222.8232189973615,278.7451984635083,152.65739983646768,253.2734274711168,127.19465648854964,146.86800894854585,128.4,158.9,198.7,108.8,180.6,90.7,104.7,140.2506963788301
2023,September,179.90919409761636,222.8232189973615,278.7451984635083,164.67702371218314,253.65853658536582,131.87022900763358,147.6510067114094,128.3,158.9,198.7,117.4,180.9,94,105.3,140.2506963788301
2023,October,177.07150964812715,207.12401055408972,257.8745198463509,167.37530662305804,236.07188703465982,134.16030534351145,147.6510067114094,126.3,147.7,183.9,119.3,168.3,95.7,105.3,140.2506963788301
2023,November,176.04994324631102,207.12401055408972,257.8745198463509,157.48160261651677,235.68677792041078,130.91603053435114,147.3154362416107,125.5,147.7,183.9,112.3,168,93.3,105,140.2506963788301
2023,December,176.84449489216803,207.12401055408972,257.8745198463509,150.2861815208504,235.43003851091143,124.23664122137403,147.8747203579418,126.1,147.7,183.9,107.2,167.9,88.6,105.4,140.2506963788301
