msoa_id,ring_id,order,x,y,Eligible,Borough
E02000986,E02000986_0,8,372081.0,413498.0,0,Bolton
E02000986,E02000986_0,9,372036.0,413527.0,0,Bolton
E02000986,E02000986_0,10,371985.14499999955,413550.9419999998,0,Bolton
E02000986,E02000986_0,11,372014.1009999998,413576.2520000003,0,Bolton
E02000986,E02000986_0,12,372009.04899999965,413635.2170000002,0,Bolton
E02000986,E02000986_0,13,371945.95999999996,413597.42200000025,0,Bolton
E02000986,E02000986_0,14,371854.1629999997,413643.24899999984,0,Bolton
E02000986,E02000986_0,15,371835.0,413619.0,0,Bolton
E02000986,E02000986_0,16,371774.5007999996,413661.7826000005,0,Bolton
E02000986,E02000986_0,17,371738.77300000004,413633.2320000008,0,Bolton
E02000986,E02000986_0,18,371702.51099999994,413657.99599999934,0,Bolton
E02000986,E02000986_0,19,371740.6749999998,413536.2100000009,0,Bolton
E02000986,E02000986_0,20,371745.1229999997,413535.6030000001,0,Bolton
E02000986,E02000986_0,21,371725.1950000003,413510.06599999964,0,Bolton
E02000986,E02000986_0,22,371760.38999999966,413387.03649999946,0,Bolton
E02000986,E02000986_0,23,371839.98599999957,413329.98929999955,0,Bolton
E02000986,E02000986_0,24,371860.125,413348.7440000009,0,Bolton
E02000986,E02000986_0,25,371977.91199999955,413316.0639999993,0,Bolton
E02000986,E02000986_0,26,371950.534,413223.8920000009,0,Bolton
E02000986,E02000986_0,27,371856.8770000003,413241.13299999945,0,Bolton
E02000986,E02000986_0,28,371827.5650000004,413132.1300000008,0,Bolton
E02000986,E02000986_0,29,371554.4160000002,413200.3300000001,0,Bolton
E02000986,E02000986_0,30,371356.0939999996,413227.0,0,Bolton
E02000986,E02000986_0,31,371265.56900000013,413364.64499999955,0,Bolton
E02000986,E02000986_0,32,371161.8119999999,413425.18700000085,0,Bolton
E02000986,E02000986_0,33,371127.45799999963,413518.8499999996,0,Bolton
E02000986,E02000986_0,34,371114.0,413387.0,0,Bolton
E02000986,E02000986_0,35,371146.00100000016,413306.0,0,Bolton
E02000986,E02000986_0,36,371260.3660000004,413204.72399999946,0,Bolton
E02000986,E02000986_0,37,371173.45600000024,413091.2550000008,0,Bolton
E02000986,E02000986_0,38,371186.892,413057.8990000002,0,Bolton
E02000986,E02000986_0,39,371277.98500000034,413028.39800000004,0,Bolton
